index,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,est_amount,Party
122,2021-02-25,2021-01-05,self,,Fulton Cnty Ga Wtr & Sew Rev,sale_full,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
123,2021-02-25,2021-01-15,self,,Noblesville Ind Multi Sch Bldg,sale_full,"$250,001 - $500,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,375000,Republican
124,2021-02-25,2021-01-20,self,C,Citigroup Inc,purchase,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
125,2021-02-25,2021-01-20,self,NFG,National Fuel Gas Company,purchase,"$50,001 - $100,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,75000,Republican
126,2021-02-25,2021-01-19,self,NFG,National Fuel Gas Company,purchase,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
127,2021-02-25,2021-01-21,self,NFG,National Fuel Gas Company,purchase,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
128,2021-02-25,2021-01-29,self,LUMN,Centurylink Inc,sale_full,"$50,001 - $100,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,75000,Republican
129,2021-02-25,2021-01-04,self,BKR,"Baker Hughes, a GE company",sale_full,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
130,2021-02-25,2021-01-19,self,SWK,Stanley Black & Decker Inc,sale_full,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
131,2021-02-25,2021-01-20,self,MS,Morgan Stanley,sale_full,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
132,2021-02-25,2021-01-27,dependent,,Conn St Hsg Fin Auth Hsg Mtg F,purchase,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
133,2021-02-25,2021-01-08,dependent,,Indiana Bd Bk Rev,purchase,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
134,2021-02-25,2021-01-15,dependent,FB,Facebook Inc,purchase,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
135,2021-02-25,2021-01-14,dependent,FMS,Fresenius Med Care Ag,purchase,"$50,001 - $100,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,75000,Republican
136,2021-02-25,2021-01-14,dependent,ACGL,Arch Cap Group Ltd,purchase,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
137,2021-02-25,2021-01-13,dependent,ACGL,Arch Cap Group Ltd,purchase,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
138,2021-02-25,2021-01-05,dependent,,Triborough Brdg & Tunl Auth N,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
139,2021-02-25,2021-01-05,dependent,,Triborough Brdg & Tunl Auth N,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
140,2021-02-25,2021-01-04,dependent,,Purdue Univ Ind Univ Revs,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
141,2021-02-25,2021-01-04,dependent,,Oregon St Hsg & Cmnty Svcs Dep,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
142,2021-02-25,2021-01-15,dependent,,Massachusetts St Hsg Fin Agy H,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
143,2021-02-25,2021-01-14,dependent,BKNG,Booking Hldgs Inc,sale_full,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
144,2021-02-25,2021-01-12,dependent,CB,Chubb Ltd,sale_full,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
145,2021-02-25,2021-01-27,dependent,HON,Honeywell Intl Inc,sale_full,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
146,2021-02-25,2021-01-25,dependent,PCAR,Paccar Inc,sale_full,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
147,2021-02-25,2021-01-06,dependent,PAG,"Penske Automotive Group, Inc.",sale_full,"$50,001 - $100,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,75000,Republican
148,2021-02-25,2021-01-04,dependent,,Virginia College Bldg Auth Va,sale_full,"$50,001 - $100,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,75000,Republican
149,2021-02-25,2021-01-12,dependent,ACN,Accenture Plc,sale_full,"$50,001 - $100,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,75000,Republican
150,2021-02-25,2021-01-06,dependent,,Indiana Bd Bk Rev,sale_full,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
151,2021-02-25,2021-01-08,dependent,,Indiana Bd Bk Rev,sale_full,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
152,2021-02-25,2021-01-12,dependent,,Mesa Ariz,sale_full,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
153,2021-02-25,2021-01-11,dependent,,West Fargo N D,sale_full,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
154,2021-02-25,2021-01-05,dependent,,Fulton Cnty Ga Wtr & Sew Rev,sale_full,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
155,2021-02-25,2021-01-15,dependent,,Noblesville Ind Multi Sch Bldg,sale_full,"$250,001 - $500,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,375000,Republican
156,2021-02-25,2021-01-20,dependent,C,Citigroup Inc,purchase,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
157,2021-02-25,2021-01-20,dependent,NFG,National Fuel Gas Company,purchase,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
158,2021-02-25,2021-01-19,dependent,NFG,National Fuel Gas Company,purchase,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
159,2021-02-25,2021-01-21,dependent,NFG,National Fuel Gas Company,purchase,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
160,2021-02-25,2021-01-29,dependent,LUMN,Centurylink Inc,sale_full,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
161,2021-02-25,2021-01-04,dependent,BKR,"Baker Hughes, a GE company",sale_full,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
162,2021-02-25,2021-01-19,dependent,SWK,Stanley Black & Decker Inc,sale_full,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
163,2021-02-25,2021-01-20,dependent,MS,Morgan Stanley,sale_full,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
164,2021-02-25,2021-01-20,self,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
165,2021-02-25,2021-01-19,self,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
166,2021-02-25,2021-01-22,self,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
167,2021-02-25,2021-01-26,self,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
168,2021-02-25,2021-01-14,self,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
169,2021-02-25,2021-01-20,dependent,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
170,2021-02-25,2021-01-19,dependent,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
171,2021-02-25,2021-01-22,dependent,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
172,2021-02-25,2021-01-26,dependent,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
173,2021-02-25,2021-01-14,dependent,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
174,2021-02-25,2021-01-13,dependent,GBTC,Grayscale Bitcoin Trust,purchase,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
175,2020-11-09,2020-10-01,joint,,Florida HSg Fin Corp Homeowner MTg 2.15% Due 07/01/29,sale_full,"$1,001 - $15,000",Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,8000,Democratic
176,2020-11-09,2020-09-01,joint,,"ID ST BlDg Auth 5%23 5.00 % Due Sep 1, 2023",sale_full,"$50,001 - $100,000",Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,75000,Democratic
177,2020-11-09,2020-10-30,joint,,Michigan ST HSg Dev Auth 1.25% Due 06/01/27,purchase,"$500,001 - $1,000,000",Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,750000,Democratic
178,2020-11-09,2020-09-30,self,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,8000,Democratic
179,2020-11-09,2020-09-02,self,MSFT,Microsoft Corporation,sale_partial,"$5,000,001 - $25,000,000",Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,15000000,Democratic
180,2020-11-09,2020-10-08,joint,,New York NY go BDS Ser. Fiscal 2008J 5.00% Due 08/01/26,purchase,"$500,001 - $1,000,000",Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,750000,Democratic
181,2020-11-09,2020-10-30,joint,,New York ST Dorm Auth ST pers Income,purchase,"$15,001 - $50,000",Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,32500,Democratic
182,2020-11-09,2020-10-23,joint,,New York ST Dorm Auth ST pers Income,purchase,"$50,001 - $100,000",Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,75000,Democratic
183,2020-11-09,2020-10-15,joint,,New York ST Dorm Auth ST Pers Income,purchase,"$15,001 - $50,000",Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,32500,Democratic
184,2020-11-09,2020-10-13,joint,,Round Rock Tex Indpt SCH Dist 5.00% Due 08/01/25,purchase,"$15,001 - $50,000",Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,32500,Democratic
185,2020-11-09,2020-10-23,joint,,Round Rock Tex Indpt SCH Dist 5.00% Due 08/01/25,purchase,"$15,001 - $50,000",Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,32500,Democratic
186,2020-11-09,2020-09-04,joint,,Texas ST Tax Rev Antic NTS 4.00% Due 08/26/21,purchase,"$500,001 - $1,000,000",Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017625.pdf,750000,Democratic
187,2020-11-09,2020-10-13,joint,AMED,Amedisys Inc,sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
188,2020-11-09,2020-10-13,joint,ANSS,"ANSYS, Inc.",sale_partial,"$15,001 - $50,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,32500,Republican
189,2020-11-09,2020-10-13,joint,TECH,Bio-Techne Corp,sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
190,2020-11-09,2020-10-13,joint,CHE,Chemed Corp,sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
191,2020-11-09,2020-10-13,joint,CGNX,Cognex Corporation,sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
192,2020-11-09,2020-10-13,joint,CSGP,"CoStar Group, Inc.",sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
193,2020-11-09,2020-10-15,joint,DORM,"Dorman Products, Inc.",sale_full,"$100,001 - $250,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,175000,Republican
194,2020-11-09,2020-10-13,joint,FAST,Fastenal Company,sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
195,2020-11-09,2020-10-13,joint,LOPE,"Grand Canyon Education, Inc.",sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
196,2020-11-09,2020-10-28,joint,GWRE,"Guidewire Software, Inc.",purchase,"$100,001 - $250,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,175000,Republican
197,2020-11-09,2020-10-13,joint,JKHY,"Jack Henry & Associates, Inc.",sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
198,2020-11-09,2020-10-13,joint,LII,"Lennox International, Inc.",sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
199,2020-11-09,2020-10-13,joint,NEOG,Neogen Corporation,sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
200,2020-11-09,2020-10-13,joint,PAYC,"Paycom Software, Inc.",sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
201,2020-11-09,2020-10-13,joint,PCTY,Paylocity Holding Corporation,sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
202,2020-11-09,2020-10-13,joint,PEGA,Pegasystems Inc.,sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
203,2020-11-09,2020-10-28,joint,PRLB,"Proto labs, Inc. Common Stock",sale_partial,"$100,001 - $250,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,175000,Republican
204,2020-11-09,2020-10-13,joint,RBA,Ritchie bros. Auctioneers Incorporated,sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
205,2020-11-09,2020-10-13,joint,ROL,"Rollins, Inc.",sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
206,2020-11-09,2020-10-13,joint,TDOC,"Teladoc Health, Inc.",sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
207,2020-11-09,2020-10-13,joint,VRSK,"Verisk Analytics, Inc.",sale_partial,"$1,001 - $15,000",Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017668.pdf,8000,Republican
208,2020-11-09,2020-07-22,,AAPL,Apple Inc.,sale_partial,"$1,001 - $15,000",Lloyd K. Smucker,PA11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017042.pdf,8000,Republican
209,2020-11-09,2020-10-09,,AAPL,Apple Inc.,sale_partial,"$15,001 - $50,000",Lloyd K. Smucker,PA11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017042.pdf,32500,Republican
210,2020-08-24,2020-08-14,self,NWN,Northwest Natural Holding Company,purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017242.pdf,8000,Democratic
211,2020-08-24,2020-07-28,,SYPR,"Sypris Solutions, Inc.",sale_full,"$1,001 - $15,000",James Comer,KY01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017245.pdf,8000,Republican
212,2020-08-24,2020-08-06,,WLK,Westlake Chemical Corporation,sale_full,"$1,001 - $15,000",James Comer,KY01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017245.pdf,8000,Republican
213,2020-08-24,2020-08-14,,DOX,Amdocs Limited - Ordinary Shares,sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,8000,Democratic
214,2020-08-24,2020-08-13,,DOX,Amdocs Limited - Ordinary Shares,sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,8000,Democratic
215,2020-08-24,2020-08-13,,BURL,"Burlington Stores, Inc.",purchase,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,8000,Democratic
216,2020-08-24,2020-08-12,,CB,Chubb Limited,purchase,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,8000,Democratic
217,2020-08-24,2020-07-24,,CIEN,Ciena Corporation,purchase,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,8000,Democratic
218,2020-08-24,2020-07-28,,D,"Dominion Energy, Inc.",purchase,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,8000,Democratic
219,2020-08-24,2020-07-28,,FE,FirstEnergy Corp.,sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,8000,Democratic
220,2020-08-24,2020-07-22,,FE,FirstEnergy Corp.,sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,8000,Democratic
221,2020-08-24,2020-08-14,,HAE,Haemonetics Corporation,purchase,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017216.pdf,8000,Democratic
